ID,Country,City,School,City Confidence,Notes,Source Page
1639,Spain,Cordoba,British School Cordoba,High,,pan_z
1640,Spain,Barcelona,British College Gava,High,Gava,pan_z
1641,Spain,Lanzarote,British School Lanzarote,High,Costa Teguise,pan_z
1642,Spain,Valencia,British School Valencia,High,,pan_z
1643,Spain,Las Palmas,Canterbury School,High,,pan_z
1644,Spain,Santiago de Compostela,Chester College International School,High,Oroso,pan_z
1645,Spain,Lanzarote,Colegio Hispano Britanico Lanzarote,High,Tahiche,pan_z
1646,Spain,Seville,Colegio San Francisco de Paula,High,,pan_z
1647,Spain,Benidorm,Costa Blanca International College,High,,pan_z
1648,Spain,Castellon,Elians British School Castellon,High,,pan_z
1649,Spain,La Nucia,Elians British School La Nucia,High,,pan_z
1650,Spain,Barcelona,Emilio Sanchez International School,High,,pan_z
1651,Spain,Sitges,Escaan International School,High,,pan_z
1652,Spain,Salou,Escola International Camp Salou,High,Escola Internacional del Camp,pan_z
1653,Spain,Palma,Green Valley School,High,Mallorca,pan_z
1654,Spain,Sant Cugat del Valles,GRESOL International-American School,High,Barcelona area,pan_z
1655,Spain,Madrid,Holy Mary Catholic School,Medium,,pan_z
1656,Spain,Valencia,Home School Internaciónal,High,Paterna,pan_z
1657,Spain,Madrid,International College,Medium,"International College Spain, Alcobendas",pan_z
1658,Spain,Castellon,International English School Castellon,High,,pan_z
1659,Spain,Madrid,International School Madrid,High,,pan_z
1660,Spain,Madrid,Kensington School Madrid,High,Pozuelo de Alarcon,pan_z
1661,Spain,Alicante,King's College – British School Alicante,High,,pan_z
1662,Spain,Madrid,King's College – Madrid Soto de Vinuelas,High,Tres Cantos,pan_z
1663,Spain,Murcia,King's College – Murcia,High,,pan_z
1664,Spain,Palma,King Richard III College Mallorca,High,"Portals Nous, Mallorca",pan_z
1665,Spain,Palma,Mallorca International School,Medium,"Santa Ponsa, Mallorca",pan_z
1666,Spain,Ibiza,Morna International College,High,Santa Eularia,pan_z
1667,Spain,Las Palmas,Oakley College,High,,pan_z
1668,Spain,Vigo,O Castro British School,High,,pan_z
1669,Spain,Lanzarote,Queens School Lanzarote Canary Islands,High,,pan_z
1670,Spain,Manacor,Rafa Nadal International School,High,Mallorca,pan_z
1671,Spain,Jerez de la Frontera,Sage College – British International School Jerez,High,,pan_z
1672,Spain,Sotogrande,Sotogrande International School,High,,pan_z
1673,Spain,Madrid,St. Anne's School,High,,pan_z
1674,Spain,Fuengirola,St. Anthony's Fuengirola,High,,pan_z
1675,Spain,Madrid,St. Michael's School,Medium,,pan_z
1676,Spain,Torremolinos,Sunny View School,High,,pan_z
1677,Spain,Marbella,Swans International School,High,,pan_z
1678,Spain,Madrid,The Global College,High,,pan_z
1679,Spain,Tenerife,Wingate School,High,"Cabo Blanco, Arona",pan_z
1680,Sri Lanka,Colombo,Colombo International School,High,,pan_z
1681,Sri Lanka,Galle,Galle International College,High,,pan_z
1682,Sri Lanka,Colombo,The British School in Colombo,High,,pan_z
1683,Sri Lanka,Colombo,The Overseas School of Colombo,High,,pan_z
1684,Sudan,Khartoum,Khartoum American School,High,,pan_z
1685,Sudan,Khartoum,Khartoum International Community School,High,,pan_z
1686,Sudan,Khartoum,Nile Valley School,Medium,,pan_z
1687,Sudan,Khartoum,Nova International School,Medium,,pan_z
1688,Sudan,Khartoum,Sudan Oxford Academy,Medium,,pan_z
1689,Sudan,Khartoum,Unity High School Khartoum,High,,pan_z
1690,Sweden,Malmo,Bladins International School,High,,pan_z
1691,Sweden,Stockholm,Internationella Engelska Skolan,Medium,group with many campuses across Sweden; HQ Stockholm,pan_z
1692,Sweden,Malmo,Malmo International School,High,,pan_z
1693,Sweden,Stockholm,The English School South Stockholm,High,,pan_z
1694,Switzerland,Basel,Bilingual Kids Academy International School,High,BKA International School,pan_z
1695,Switzerland,Villars-sur-Ollon,College Alpin Beau Soleil,High,,pan_z
1696,Switzerland,Geneva,Collège du Léman,High,Versoix,pan_z
1697,Switzerland,Lugano,The American School,Low,ambiguous; likely duplicate of TASIS Lugano,pan_z
1698,Switzerland,Etoy,GEMS Academy Etoy,High,,pan_z
1699,Switzerland,St. Gallen,Institut auf dem Rosenberg,High,,pan_z
1700,Switzerland,Geneva,Institut International de Lancy,High,Lancy,pan_z
1701,Switzerland,Zurich,Inter-Community School,High,,pan_z
1702,Switzerland,Basel,International School Basel,High,Reinach,pan_z
1703,Switzerland,Bern,International School of Berne,High,Gumligen,pan_z
1704,Switzerland,Zug,International School Central Switzerland,High,Cham,pan_z
1705,Switzerland,Geneva,International School Geneva – Campus des Nations,High,,pan_z
1706,Switzerland,Geneva,International School Geneva – La Châtaigneraie,High,Founex,pan_z
1707,Switzerland,Geneva,International School Geneva – La Grande Boissière,High,,pan_z
1708,Switzerland,Lausanne,International School Lausanne,High,,pan_z
1709,Switzerland,Lugano,International School Ticino,High,Cadempino,pan_z
1710,Switzerland,Zug,International School Zug and Luzern,High,"group; Zug main campus, also Lucerne",pan_z
1711,Switzerland,Gstaad,John F. Kennedy International School,High,Saanen,pan_z
1712,Switzerland,Villars-sur-Ollon,La Garenne International School,High,,pan_z
1713,Switzerland,Rolle,Le Rosey,High,,pan_z
1714,Switzerland,Leysin,Leysin American School,High,,pan_z
1715,Switzerland,Zurich,Lyceum American School,Low,could not verify school,pan_z
1716,Switzerland,Montreux,St. George's School,High,Clarens,pan_z
1717,Switzerland,Basel,Swiss International School Basel,High,,pan_z
1718,Switzerland,Zurich,Swiss International School Zurich North,High,Wallisellen,pan_z
1719,Switzerland,Lugano,The American School in Switzerland,High,TASIS,pan_z
1720,Switzerland,Zurich,Zurich International School,High,,pan_z
1721,Syria,Damascus,Damascus Community School,High,,pan_z
1722,Syria,Aleppo,ICARDA International School of Aleppo,High,,pan_z
1723,Taiwan,Hsinchu,American Montessori School Hsinchu,High,,pan_z
1724,Taiwan,Taichung,American School in Taichung,High,,pan_z
1725,Taiwan,Taipei,Asia American International Academy,Medium,"Linkou, New Taipei",pan_z
1726,Taiwan,Taipei,Columbia International College Taiwan,Low,could not verify location,pan_z
1727,Taiwan,Taichung,Cornel English School,High,,pan_z
1728,Taiwan,Kaohsiung,Dominican International School Kaohsiung,High,,pan_z
1729,Taiwan,Taipei,Dominican International School Taipei,High,,pan_z
1730,Taiwan,Hsinchu,Hsinchu (Holland) International School,High,,pan_z
1731,Taiwan,Hsinchu,Hsinchu American School,High,,pan_z
1732,Taiwan,Hsinchu,Hsinchu County American School,High,Zhubei,pan_z
1733,Taiwan,Kaohsiung,I-Shou International School,High,,pan_z
1734,Taiwan,Tainan,International Bilingual School Tainan Science Park,High,,pan_z
1735,Taiwan,Hsinchu,International Bilingual School of Hsinchu,High,,pan_z
1736,Taiwan,Taichung,Ivy Collegiate Academy Taiwan,High,,pan_z
1737,Taiwan,Nantou,Juntou International School,High,,pan_z
1738,Taiwan,Taipei,Kang Chiao International School,High,"Xindian, New Taipei",pan_z
1739,Taiwan,Kaohsiung,Kaohsiung American School,High,,pan_z
1740,Taiwan,Taipei,LUYA Academy Taiwan,High,New Taipei City,pan_z
1741,Taiwan,Taichung,Mingdao High School,High,,pan_z
1742,Taiwan,Tainan,National Nanke International Experimental,High,,pan_z
1743,Taiwan,Hsinchu,Pacific American School,High,,pan_z
1744,Taiwan,Taipei,Taipei American School,High,,pan_z
1745,Taiwan,Taipei,Taipei European School,High,,pan_z
1746,Taiwan,Taipei,Taipei Kuei Shan School,High,,pan_z
1747,Taiwan,Taipei,Tsai Hsing Private School,High,,pan_z
1748,Tanzania,Dar es Salaam,Aga Khan,Medium,Aga Khan Mzizima Secondary School,pan_z
1749,Tanzania,Arusha,Braeburn School Arusha,High,,pan_z
1750,Tanzania,Dar es Salaam,Braeburn Dar es Salaam,High,,pan_z
1751,Tanzania,Dar es Salaam,Dar Es Salaam International School,High,,pan_z
1752,Tanzania,Moshi,International School Moshi,High,now UWC East Africa,pan_z
1753,Tanzania,Dar es Salaam,International School Tanganyika,High,,pan_z
1754,Tanzania,Zanzibar,International School Zanzibar,High,,pan_z
1755,Tanzania,Mwanza,Isamilo International School,High,,pan_z
1756,Tanzania,Morogoro,Morogoro International School,High,,pan_z
1757,Tanzania,Dodoma,One Planet School Dodoma,High,,pan_z
1758,Tanzania,Arusha,Peace Matunda School,Medium,,pan_z
1759,Tanzania,Shinyanga,Savannah Plains International School,High,,pan_z
1760,Tanzania,Arusha,St. Constantine's International School,High,,pan_z
1761,Tanzania,Tanga,Tanga International School,High,,pan_z
1762,Tanzania,Moshi,United World College East Africa,High,Moshi and Arusha campuses,pan_z
1763,Thailand,Chiang Mai,American Pacific International School,High,,pan_z
1764,Thailand,Bangkok,American School Bangkok,High,,pan_z
1765,Thailand,Rayong,American School Bangkok – Green Valley,High,Ban Chang,pan_z
1766,Thailand,Bangkok,Amnuay Silpa Bilingual School Bangkok,High,,pan_z
1767,Thailand,Bangkok,Anglo Singapore International School,High,,pan_z
1768,Thailand,Bangkok,Apple Tree International Kindergarten,Medium,,pan_z
1769,Thailand,Bangkok,Ascot International School,High,,pan_z
1770,Thailand,Sriracha,Assumption College Sriracha,High,,pan_z
1771,Thailand,Bangkok,Australian International School Bangkok,High,,pan_z
1772,Thailand,Bangkok,Bangkok Patana School,High,,pan_z
1773,Thailand,Bangkok,Bangkok Preparatory International School,High,,pan_z
1774,Thailand,Bangkok,BASIS International School Bangkok,High,,pan_z
1775,Thailand,Bangkok,Beaconhouse Yamsaard School Ladprao,High,,pan_z
1776,Thailand,Bangkok,Berkeley International School,High,,pan_z
1777,Thailand,Hat Yai,Bloomsbury School,Medium,,pan_z
1778,Thailand,Bangkok,Bright Future International Training and Services,Low,"BFITS is a teacher-placement company, not a school",pan_z
1779,Thailand,Bangkok,Brighton College Bangkok,High,,pan_z
1780,Thailand,Bangkok,British Columbia International Bangkok,High,,pan_z
1781,Thailand,Phuket,British International School Phuket,High,,pan_z
1782,Thailand,Bangkok,Bromsgrove International School,High,,pan_z
1783,Thailand,Bangkok,Canadian International School Thailand,High,,pan_z
1784,Thailand,Bangkok,Charter International School,High,,pan_z
1785,Thailand,Chiang Mai,Chiang Mai International School,High,,pan_z
1786,Thailand,Chiang Rai,Chiang Rai International School,High,,pan_z
1787,Thailand,Bangkok,Concordian International School,High,Samut Prakan,pan_z
1788,Thailand,Bangkok,Denla British School,High,Nonthaburi,pan_z
1789,Thailand,Bangkok,Early Learning Centre,Medium,,pan_z
1790,Thailand,Bangkok,Garden International School Bangkok,High,,pan_z
1791,Thailand,Rayong,Garden International School Rayong,High,,pan_z
1792,Thailand,Koh Lanta,Global Village School Lanta,High,,pan_z
1793,Thailand,Bangkok,Harrow International School,High,,pan_z
1794,Thailand,Phuket,HeadStart International School,High,,pan_z
1795,Thailand,Bangkok,Heathfield International School,High,,pan_z
1796,Thailand,Bangkok,International Community School Bangkok,High,,pan_z
1797,Thailand,Bangkok,International Pioneers School,High,,pan_z
1798,Thailand,Bangkok,International School Bangkok,High,"Pak Kret, Nonthaburi",pan_z
1799,Thailand,Chonburi,International School Chonburi,High,,pan_z
1800,Thailand,Rayong,International School Eastern Seaboard,High,Ban Chang,pan_z
1801,Thailand,Phuket,Kajonkietsuksa School Group,High,,pan_z
1802,Thailand,Bangkok,Keera-Pat International School,High,,pan_z
1803,Thailand,Bangkok,Kensington International School,High,,pan_z
1804,Thailand,Bangkok,King Mongkhut International Demonstration School,High,,pan_z
1805,Thailand,Bangkok,King's College International School Bangkok,High,,pan_z
1806,Thailand,Bangkok,KIS International School,High,,pan_z
1807,Thailand,Chiang Mai,Lanna International School,High,,pan_z
1808,Thailand,Bangkok,Magic Years International School,Medium,Nonthaburi,pan_z
1809,Thailand,Nakhon Pathom,Mahidol University International Demonstration School,High,"Salaya, Bangkok metro",pan_z
1810,Thailand,Bangkok,Mandarin International School,Medium,,pan_z
1811,Thailand,Bangkok,Meritton British International School,Medium,,pan_z
1812,Thailand,Pattaya,Mooltripakdee International School,High,,pan_z
1813,Thailand,Chiang Mai,Nakornpayap International School,High,,pan_z
1814,Thailand,Bangkok,New Sathorn International School,High,,pan_z
1815,Thailand,Bangkok,NIST International School,High,,pan_z
1816,Thailand,Bangkok,Norwich International School,Medium,,pan_z
1817,Thailand,Bangkok,Pan Asia International School,High,,pan_z
1818,Thailand,Chiang Mai,Panyaden International School,High,,pan_z
1819,Thailand,Koh Samui,PBISS International School,High,,pan_z
1820,Thailand,Bangkok,Prasarnmit Primary International Programme,High,,pan_z
1821,Thailand,Chiang Mai,Prem Center International Chiangmai,High,,pan_z
1822,Thailand,Bangkok,Prep International Academy,Medium,Prep International Kindergarten,pan_z
1823,Thailand,Phuket,QSI International School Phuket,High,,pan_z
1824,Thailand,Bangkok,Raffles American School Bangkok,High,,pan_z
1825,Thailand,Bangkok,Rasami British International School,High,,pan_z
1826,Thailand,Bangkok,Regent's International School Bangkok,High,,pan_z
1827,Thailand,Pattaya,Regent's School Pattaya,High,,pan_z
1828,Thailand,Bangkok,Roong Aroon International School,High,,pan_z
1829,Thailand,Bangkok,Ruamrudee International School Bangkok,High,,pan_z
1830,Thailand,Chonburi,Rugby School,High,"Rugby School Thailand, Ban Chang area",pan_z
1831,Thailand,Chiang Mai,Satit International Bilingual School of Rangsit University Chiang Mai,High,,pan_z
1832,Thailand,Koh Samui,SCL International School Koh Samui,High,,pan_z
1833,Thailand,Bangkok,Shrewsbury International School Bangkok,High,,pan_z
1834,Thailand,Bangkok,Siam International School,Medium,"Thanyaburi, Pathum Thani",pan_z
1835,Thailand,Roi Et,Silver Fern International School,High,,pan_z
1836,Thailand,Bangkok,Singapore International School Bangkok,High,,pan_z
1837,Thailand,Hat Yai,Southern International School Hatyai,High,,pan_z
1838,Thailand,Rayong,St. Andrews International Green Valley,High,Ban Chang,pan_z
1839,Thailand,Bangkok,St. Andrews International School Sukhumvit 107,High,,pan_z
1840,Thailand,Bangkok,St. Andrews International Sukhumvit 71,High,,pan_z
1841,Thailand,Bangkok,St. John Mary International School,Medium,,pan_z
1842,Thailand,Bangkok,St. John's International School,High,,pan_z
1843,Thailand,Bangkok,St. Stephen's International School,High,also Khao Yai campus,pan_z
1844,Thailand,Thung Song,Tantiwatra School,High,"Nakhon Si Thammarat; Thai school, not international",pan_z
1845,Thailand,Bangkok,Thai-Chinese International School Bangplee,High,"Bang Phli, Samut Prakan",pan_z
1846,Thailand,Bangkok,Thai-Japanese Association School Bangkok,High,,pan_z
1847,Thailand,Bang Saen,Tonlew International School,High,Chonburi; Tonlew International Kindergarten,pan_z
1848,Thailand,Bangkok,Topsy Turvy British School Bangkok,High,,pan_z
1849,Thailand,Bangkok,Traill International School,High,,pan_z
1850,Thailand,Bangkok,Trinity International School Bangkok,High,,pan_z
1851,Thailand,Udon Thani,Udon Thani International School,High,,pan_z
1852,Thailand,Phuket,United World College,High,UWC Thailand,pan_z
1853,Thailand,Chiang Mai,Unity Concord International School,High,,pan_z
1854,Thailand,Chiang Mai,Varee Chiang Mai International,High,,pan_z
1855,Thailand,Bangkok,VERSO International School,High,Samut Prakan,pan_z
1856,Thailand,Bangkok,Wellington College International School Bangkok,High,,pan_z
1857,Thailand,Bangkok,Wells International School,High,,pan_z
1858,Togo,Lome,Arc en Ciel Ecole Internationale,High,,pan_z
1859,Togo,Lome,British School of Lome,High,,pan_z
1860,Trinidad & Tobago,Port of Spain,International School of Port of Spain,High,,pan_z
1861,Trinidad & Tobago,Port of Spain,Maple Leaf International School Trinidad,High,Westmoorings,pan_z
1862,Trinidad & Tobago,Chaguanas,Trillium International of Trinidad &Tobago,High,,pan_z
1863,Tunisia,Tunis,American Cooperative School Tunis,High,,pan_z
1864,Tunisia,Tunis,British Academy Tunis,High,,pan_z
1865,Tunisia,Tunis,British International School Tunis,High,,pan_z
1866,Tunisia,Tunis,English International School Tunis,High,,pan_z
1867,Tunisia,Tunis,Kheireddine Tunisian International School,Medium,,pan_z
1868,Turkey,Istanbul,Aci Pre & Primary Schools Istanbul,High,,pan_z
1869,Turkey,Izmir,American Collegiate Institute,High,,pan_z
1870,Turkey,Erzurum,Bilkent Erzurum Laboratory School,High,,pan_z
1871,Turkey,Ankara,Bilkent Laboratory & International School,High,,pan_z
1872,Turkey,Istanbul,British International School,High,,pan_z
1873,Turkey,Bursa,Cakir Schools,High,,pan_z
1874,Turkey,Istanbul,Enka Okullari Istanbul,High,,pan_z
1875,Turkey,Istanbul,Eyuboglu Schools K-12,High,,pan_z
1876,Turkey,Istanbul,Final Okullari Cekmekoy,High,,pan_z
1877,Turkey,Istanbul,Hisar School,High,,pan_z
1878,Turkey,Izmir,Isikkent School Izmir,High,,pan_z
1879,Turkey,Istanbul,Istanbul International Community School,High,,pan_z
1880,Turkey,Istanbul,ISTEK Foundation,High,group with multiple campuses,pan_z
1881,Turkey,Istanbul,Keystone International School,High,,pan_z
1882,Turkey,Istanbul,Kok School Istanbul,High,,pan_z
1883,Turkey,Istanbul,MEF International School Istanbul,High,,pan_z
1884,Turkey,Izmir,MEF International School Izmir,High,,pan_z
1885,Turkey,Ankara,Nesibe Aydin,High,,pan_z
1886,Turkey,Gaziantep,Private Sanko Schools Gaziantep,High,,pan_z
1887,Turkey,Istanbul,Robert College Istanbul,High,,pan_z
1888,Turkey,Istanbul,SEV American College,High,Tuzla,pan_z
1889,Turkey,Izmir,SEV Izmir,High,,pan_z
1890,Turkey,Istanbul,Tarabya British Schools,High,,pan_z
1891,Turkey,Tarsus,Tarsus American College,High,,pan_z
1892,Turkey,Ankara,TED Ankara College Foundation,High,,pan_z
1893,Turkey,Istanbul,TED College Istanbul (TED Istanbul Koleji),High,,pan_z
1894,Turkey,Gebze,Tevitol High School,High,Kocaeli,pan_z
1895,Turkey,Istanbul,Uskudar American Acad. & SEV Elementary,High,,pan_z
1896,Turkey,Gaziantep,Zirve University,High,"university, not a school",pan_z
1897,Turkmenistan,Ashgabat,Ashgabat International School,High,,pan_z
1898,Uganda,Kampala,7Hills International School,High,,pan_z
1899,Uganda,Kampala,Acorns International School,High,,pan_z
1900,Uganda,Kampala,Galaxy International School,High,,pan_z
1901,Uganda,Kampala,GEMS Cambridge International School Kampala,High,,pan_z
1902,Uganda,Kampala,International School of Uganda,High,Lubowa,pan_z
1903,Uganda,Kampala,Kampala International School,High,,pan_z
1904,Ukraine,Kyiv,British International School Kyiv,High,,pan_z
1905,Ukraine,Kyiv,Kyiv International,High,,pan_z
1906,Ukraine,Kyiv,Pechersk School International,High,,pan_z
1907,United Arab Emirates,Abu Dhabi,Abu Dhabi International Private School,High,,pan_z
1908,United Arab Emirates,Abu Dhabi,Abu Dhabi National Oil Company (ADNOC),High,ADNOC Schools,pan_z
1909,United Arab Emirates,Ajman,Ajman Academy,High,,pan_z
1910,United Arab Emirates,Abu Dhabi,Ajyal International School,High,,pan_z
1911,United Arab Emirates,Al Ain,Al Ain British Academy,High,,pan_z
1912,United Arab Emirates,Al Ain,Al Ain English Speaking School,High,,pan_z
1913,United Arab Emirates,Al Ain,Al Ain Juniors School,High,,pan_z
1914,United Arab Emirates,Abu Dhabi,Al Basma British School,High,,pan_z
1915,United Arab Emirates,Dubai,Al Fanar School,High,,pan_z
1916,United Arab Emirates,Dubai,Al Ittihad Private School Jumeirah,High,,pan_z
1917,United Arab Emirates,Sharjah,Al Ma'arifa International School,High,,pan_z
1918,United Arab Emirates,Abu Dhabi,Al Maharat Private School,High,,pan_z
1919,United Arab Emirates,Dubai,Al Mizhar American Academy,High,,pan_z
1920,United Arab Emirates,Abu Dhabi,Al Nahda National School Abu Dhabi,High,,pan_z
1921,United Arab Emirates,Abu Dhabi,Al Rabeeh Academy,High,,pan_z
1922,United Arab Emirates,Abu Dhabi,Al Raha International Abu Dhabi,High,,pan_z
1923,United Arab Emirates,Abu Dhabi,Al Rayana School,Medium,,pan_z
1924,United Arab Emirates,Abu Dhabi,Al Shohub Private School,Medium,,pan_z
1925,United Arab Emirates,Sharjah,Al Shola American School,Medium,,pan_z
1926,United Arab Emirates,Abu Dhabi,Al Worood Academy Private School,High,,pan_z
1927,United Arab Emirates,Abu Dhabi,Al Yasmina School Abu Dhabi,High,,pan_z
1928,United Arab Emirates,Abu Dhabi,Aldar Academies,High,group with multiple campuses; all in Abu Dhabi,pan_z
1929,United Arab Emirates,Abu Dhabi,American Community School Abu Dhabi,High,,pan_z
1930,United Arab Emirates,Abu Dhabi,American International School,Medium,ambiguous name; assumed AIS Abu Dhabi,pan_z
1931,United Arab Emirates,Al Ain,American National School Al Ain,High,,pan_z
1932,United Arab Emirates,Dubai,American School Dubai,High,,pan_z
1933,United Arab Emirates,Abu Dhabi,Amity International School,Medium,Amity has Abu Dhabi and Dubai campuses; Abu Dhabi given,pan_z
1934,United Arab Emirates,Dubai,Arab Unity School,High,,pan_z
1935,United Arab Emirates,Sharjah,Australian International School Sharjah,High,,pan_z
1936,United Arab Emirates,Dubai,Bloom World Academy Dubai,High,,pan_z
1937,United Arab Emirates,Dubai,Bradenton Preparatory Academy,High,,pan_z
1938,United Arab Emirates,Abu Dhabi,Brighton College Abu Dhabi,High,,pan_z
1939,United Arab Emirates,Al Ain,Brighton College Al Ain,High,,pan_z
1940,United Arab Emirates,Dubai,Brighton College Dubai,High,,pan_z
1941,United Arab Emirates,Dubai,British Institute for Learning Development,Medium,,pan_z
1942,United Arab Emirates,Abu Dhabi,British International School,Medium,ambiguous name; assumed British International School Abu Dhabi,pan_z
1943,United Arab Emirates,Abu Dhabi,Canadian International School Abu Dhabi,High,,pan_z
1944,United Arab Emirates,Dubai,Capital School,Medium,,pan_z
1945,United Arab Emirates,Abu Dhabi,CfBT Abu Dhabi,High,,pan_z
1946,United Arab Emirates,Dubai,Clarion School Dubai,High,,pan_z
1947,United Arab Emirates,Dubai,Collegiate International School,High,,pan_z
1948,United Arab Emirates,Abu Dhabi,Cranleigh Abu Dhabi,High,,pan_z
1949,United Arab Emirates,Dubai,Deira International School,High,,pan_z
1950,United Arab Emirates,Abu Dhabi,Diyar International Private School,Medium,,pan_z
1951,United Arab Emirates,Dubai,Dubai American Scientific Academy,High,,pan_z
1952,United Arab Emirates,Dubai,Dubai English Speaking College,High,,pan_z
1953,United Arab Emirates,Dubai,Dubai International Academy,High,,pan_z
1954,United Arab Emirates,Dubai,Dubai International Private School,High,,pan_z
1955,United Arab Emirates,Dubai,Dubai Schools Al Barsha,High,,pan_z
1956,United Arab Emirates,Dubai,Dwight School Dubai,High,,pan_z
1957,United Arab Emirates,Abu Dhabi,Elite Private School,Medium,,pan_z
1958,United Arab Emirates,Dubai,Emirates International School Jumeirah,High,,pan_z
1959,United Arab Emirates,Dubai,Emirates International School Meadows,High,,pan_z
1960,United Arab Emirates,Abu Dhabi,Emirates National School Abu Dhabi,High,,pan_z
1961,United Arab Emirates,Al Ain,Emirates National School Al Ain,High,,pan_z
1962,United Arab Emirates,Ras Al Khaimah,Emirates National School Ras Al Khaimah,High,,pan_z
1963,United Arab Emirates,Dubai,English College Dubai,High,,pan_z
1964,United Arab Emirates,Al Ain,Garden City British School Al Ain,High,,pan_z
1965,United Arab Emirates,Dubai,GEMS Al Barsha National School,High,,pan_z
1966,United Arab Emirates,Abu Dhabi,GEMS American Academy-Abu Dhabi,High,,pan_z
1967,United Arab Emirates,Dubai,GEMS American Academy Dubai,High,usually named GEMS Dubai American Academy,pan_z
1968,United Arab Emirates,Abu Dhabi,GEMS Cambridge International School,Medium,GEMS Cambridge has Abu Dhabi and Sharjah campuses; Abu Dhabi given,pan_z
1969,United Arab Emirates,Dubai,GEMS Founders School Al Barsha,High,,pan_z
1970,United Arab Emirates,Dubai,GEMS International School Al Khail,High,,pan_z
1971,United Arab Emirates,Dubai,GEMS Metropole School,High,,pan_z
1972,United Arab Emirates,Abu Dhabi,GEMS Sheikh Zayed Private Academy,Medium,,pan_z
1973,United Arab Emirates,Dubai,GEMS United School,High,,pan_z
1974,United Arab Emirates,Dubai,GEMS Wellington International School,High,,pan_z
1975,United Arab Emirates,Dubai,GEMS Wellington Primary School,High,,pan_z
1976,United Arab Emirates,Abu Dhabi,GEMS World Academy Abu Dhabi,High,,pan_z
1977,United Arab Emirates,Dubai,GEMS World Academy Dubai,High,,pan_z
1978,United Arab Emirates,Dubai,Greenfield International School Dubai,High,,pan_z
1979,United Arab Emirates,Dubai,Horizon School Dubai,High,,pan_z
1980,United Arab Emirates,Dubai,Ignite School,Medium,,pan_z
1981,United Arab Emirates,Abu Dhabi,Institute of Applied Technology,Medium,multiple campuses across UAE; Abu Dhabi HQ given,pan_z
1982,United Arab Emirates,Abu Dhabi,International Community School City Centre,Medium,,pan_z
1983,United Arab Emirates,Dubai,International Montessori Nursery,Low,,pan_z
1984,United Arab Emirates,Dubai,International School Choueifat,Medium,"group with campuses in Abu Dhabi, Dubai, Sharjah, Al Ain, RAK; Dubai given",pan_z
1985,United Arab Emirates,Dubai,Jumeria Baccalaureate School,High,source typo: Jumeirah Baccalaureate School,pan_z
1986,United Arab Emirates,Dubai,Kings' School Dubai,High,,pan_z
1987,United Arab Emirates,Dubai,Kent College Dubai,High,,pan_z
1988,United Arab Emirates,Al Ain,LIWA International School,High,,pan_z
1989,United Arab Emirates,Al Ain,MADAR International School Al Ain,High,,pan_z
1990,United Arab Emirates,Al Ain,Manor Hall International School,High,,pan_z
1991,United Arab Emirates,Dubai,Maplewood International School,Medium,,pan_z
1992,United Arab Emirates,Abu Dhabi,Mosaica Education Abu Dhabi,High,,pan_z
1993,United Arab Emirates,Dubai,Next Generation School,Medium,,pan_z
1994,United Arab Emirates,Dubai,Nord Anglia International School Dubai,High,,pan_z
1995,United Arab Emirates,Abu Dhabi,Noya British School,High,,pan_z
1996,United Arab Emirates,Dubai,Ontario International Canadian School,Medium,,pan_z
1997,United Arab Emirates,Sharjah,PACE British School,Medium,,pan_z
1998,United Arab Emirates,Dubai,Raffles International School,High,,pan_z
1999,United Arab Emirates,Dubai,Raffles World Academy,High,,pan_z
2000,United Arab Emirates,Abu Dhabi,Raha International School,High,,pan_z
2001,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah Academy,High,,pan_z
2002,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah English School BC,High,,pan_z
2003,United Arab Emirates,Abu Dhabi,Reach British School,High,,pan_z
2004,United Arab Emirates,Dubai,Regent International School,High,,pan_z
2005,United Arab Emirates,Abu Dhabi,Repton Abu Dhabi,High,,pan_z
2006,United Arab Emirates,Dubai,Repton School Dubai,High,,pan_z
2007,United Arab Emirates,Sharjah,Scholars International Academy,Medium,,pan_z
2008,United Arab Emirates,Dubai,School of Research Science,High,,pan_z
2009,United Arab Emirates,Dubai,School of Modern Skills,Medium,,pan_z
2010,United Arab Emirates,Sharjah,Sharjah American International School,High,,pan_z
2011,United Arab Emirates,Sharjah,Sharjah English School,High,,pan_z
2012,United Arab Emirates,Dubai,Sheffield Private School,High,,pan_z
2013,United Arab Emirates,Dubai,South View School,Medium,,pan_z
2014,United Arab Emirates,Dubai,Star International School Al Twar,High,,pan_z
2015,United Arab Emirates,Dubai,Swiss International Scientific School Dubai,High,,pan_z
2016,United Arab Emirates,Abu Dhabi,Taaleem Charter Schools – Al Nayfa,Medium,,pan_z
2017,United Arab Emirates,Dubai,The Aquila School,High,,pan_z
2018,United Arab Emirates,Dubai,The Arbor School,High,,pan_z
2019,United Arab Emirates,Dubai,Universal American School,High,,pan_z
2020,United Arab Emirates,Dubai,Uptown International School,High,,pan_z
2021,United Arab Emirates,Sharjah,Victoria International School – Sharjah,High,,pan_z
2022,United Arab Emirates,Sharjah,Wesgreen International Private School,High,,pan_z
2023,United States of America,Atlanta,Atlanta International School,High,,pan_z
2024,United States of America,Boston,British International School Boston,High,,pan_z
2025,United States of America,Chicago,British International School Chicago,High,,pan_z
